2.0545,0.23088,0.60974,0.018913,2687.8,1137.6,72.751,22.751
2.0545,0.23088,0.60974,0.011763,2687.8,1137.6,72.751,36.58
2.0545,0.23088,0.60974,0.016737,2687.8,1137.6,72.751,25.709
2.0545,0.23088,0.60974,0.01383,2687.8,1137.6,72.751,31.113
2.0545,0.23088,0.60974,0.015854,2687.8,1137.6,72.751,27.141
2.0545,0.23088,0.60974,0.013204,2687.8,1137.6,72.751,32.587
2.0545,0.23088,0.60974,0.020273,2687.8,1137.6,72.751,21.225
2.0545,0.23088,0.60974,0.012692,2687.8,1137.6,72.751,33.903
2.0545,0.23088,0.60974,0.012133,2687.8,1137.6,72.751,35.464
2.0545,0.23088,0.60974,0.011213,2687.8,1137.6,72.751,38.373
2.0545,0.23088,0.60974,0.010992,2687.8,1137.6,72.751,39.144
2.0545,0.23088,0.60974,0.014986,2687.8,1137.6,72.751,28.713
2.0545,0.23088,0.60974,0.015802,2687.8,1137.6,72.751,27.229
2.0545,0.23088,0.60974,0.017951,2687.8,1137.6,72.751,23.97
2.2005,0.25195,0.6869,0.021696,2687.8,1137.6,86.58,22.751
2.2005,0.25195,0.6869,0.013494,2687.8,1137.6,86.58,36.58
2.2005,0.25195,0.6869,0.019199,2687.8,1137.6,86.58,25.709
2.2005,0.25195,0.6869,0.015865,2687.8,1137.6,86.58,31.113
2.2005,0.25195,0.6869,0.018187,2687.8,1137.6,86.58,27.141
2.2005,0.25195,0.6869,0.015147,2687.8,1137.6,86.58,32.587
2.2005,0.25195,0.6869,0.023256,2687.8,1137.6,86.58,21.225
2.2005,0.25195,0.6869,0.014559,2687.8,1137.6,86.58,33.903
2.2005,0.25195,0.6869,0.013918,2687.8,1137.6,86.58,35.464
2.2005,0.25195,0.6869,0.012863,2687.8,1137.6,86.58,38.373
2.2005,0.25195,0.6869,0.01261,2687.8,1137.6,86.58,39.144
2.2005,0.25195,0.6869,0.017191,2687.8,1137.6,86.58,28.713
2.2005,0.25195,0.6869,0.018128,2687.8,1137.6,86.58,27.229
2.2005,0.25195,0.6869,0.020593,2687.8,1137.6,86.58,23.97
2.0945,0.23622,0.62774,0.019656,2687.8,1137.6,75.709,22.751
2.0945,0.23622,0.62774,0.012225,2687.8,1137.6,75.709,36.58
2.0945,0.23622,0.62774,0.017394,2687.8,1137.6,75.709,25.709
2.0945,0.23622,0.62774,0.014373,2687.8,1137.6,75.709,31.113
2.0945,0.23622,0.62774,0.016477,2687.8,1137.6,75.709,27.141
2.0945,0.23622,0.62774,0.013723,2687.8,1137.6,75.709,32.587
2.0945,0.23622,0.62774,0.021069,2687.8,1137.6,75.709,21.225
2.0945,0.23622,0.62774,0.013191,2687.8,1137.6,75.709,33.903
2.0945,0.23622,0.62774,0.01261,2687.8,1137.6,75.709,35.464
2.0945,0.23622,0.62774,0.011654,2687.8,1137.6,75.709,38.373
2.0945,0.23622,0.62774,0.011424,2687.8,1137.6,75.709,39.144
2.0945,0.23622,0.62774,0.015575,2687.8,1137.6,75.709,28.713
2.0945,0.23622,0.62774,0.016423,2687.8,1137.6,75.709,27.229
2.0945,0.23622,0.62774,0.018657,2687.8,1137.6,75.709,23.97
2.1553,0.24481,0.65855,0.020814,2687.8,1137.6,81.113,22.751
2.1553,0.24481,0.65855,0.012945,2687.8,1137.6,81.113,36.58
2.1553,0.24481,0.65855,0.018419,2687.8,1137.6,81.113,25.709
2.1553,0.24481,0.65855,0.01522,2687.8,1137.6,81.113,31.113
2.1553,0.24481,0.65855,0.017448,2687.8,1137.6,81.113,27.141
2.1553,0.24481,0.65855,0.014532,2687.8,1137.6,81.113,32.587
2.1553,0.24481,0.65855,0.022311,2687.8,1137.6,81.113,21.225
2.1553,0.24481,0.65855,0.013968,2687.8,1137.6,81.113,33.903
2.1553,0.24481,0.65855,0.013353,2687.8,1137.6,81.113,35.464
2.1553,0.24481,0.65855,0.01234,2687.8,1137.6,81.113,38.373
2.1553,0.24481,0.65855,0.012097,2687.8,1137.6,81.113,39.144
2.1553,0.24481,0.65855,0.016492,2687.8,1137.6,81.113,28.713
2.1553,0.24481,0.65855,0.017391,2687.8,1137.6,81.113,27.229
2.1553,0.24481,0.65855,0.019756,2687.8,1137.6,81.113,23.97
2.1122,0.23864,0.63617,0.019989,2687.8,1137.6,77.141,22.751
2.1122,0.23864,0.63617,0.012432,2687.8,1137.6,77.141,36.58
2.1122,0.23864,0.63617,0.017689,2687.8,1137.6,77.141,25.709
2.1122,0.23864,0.63617,0.014616,2687.8,1137.6,77.141,31.113
2.1122,0.23864,0.63617,0.016756,2687.8,1137.6,77.141,27.141
2.1122,0.23864,0.63617,0.013956,2687.8,1137.6,77.141,32.587
2.1122,0.23864,0.63617,0.021426,2687.8,1137.6,77.141,21.225
2.1122,0.23864,0.63617,0.013414,2687.8,1137.6,77.141,33.903
2.1122,0.23864,0.63617,0.012823,2687.8,1137.6,77.141,35.464
2.1122,0.23864,0.63617,0.011851,2687.8,1137.6,77.141,38.373
2.1122,0.23864,0.63617,0.011618,2687.8,1137.6,77.141,39.144
2.1122,0.23864,0.63617,0.015838,2687.8,1137.6,77.141,28.713
2.1122,0.23864,0.63617,0.016701,2687.8,1137.6,77.141,27.229
2.1122,0.23864,0.63617,0.018973,2687.8,1137.6,77.141,23.97
2.1691,0.24689,0.66648,0.021081,2687.8,1137.6,82.587,22.751
2.1691,0.24689,0.66648,0.013112,2687.8,1137.6,82.587,36.58
